nm, %R
1200.000000, 20.676120
1190.000000, 19.454666
1180.000000, 18.346861
1170.000000, 17.459566
1160.000000, 16.757381
1150.000000, 16.286408
1140.000000, 16.043568
1130.000000, 16.041824
1120.000000, 16.261496
1110.000000, 16.702679
1100.000000, 17.329711
1090.000000, 18.114652
1080.000000, 19.045028
1070.000000, 20.056635
1060.000000, 21.121732
1050.000000, 22.170451
1040.000000, 23.210191
1030.000000, 24.168080
1020.000000, 25.017001
1010.000000, 25.719028
1000.000000, 26.246491
990.000000, 26.608590
980.000000, 26.744261
970.000000, 26.687025
960.000000, 26.418809
950.000000, 25.917969
940.000000, 25.245353
930.000000, 24.381062
920.000000, 23.420144
910.000000, 22.329596
900.000000, 21.182884
890.000000, 20.053935
880.000000, 18.967491
870.000000, 17.953492
860.000000, 17.182936
850.000000, 16.577005
840.000000, 16.142864
830.000000, 15.967642
820.000000, 16.057443
810.000000, 16.513804
800.000000, 17.170930
790.000000, 17.834246
780.000000, 18.297863
770.000000, 18.366357
760.000000, 17.673649
750.000000, 16.405286
740.000000, 15.109918
730.000000, 14.336460
720.000000, 14.010188
710.000000, 13.866162
700.000000, 13.772196
690.000000, 13.743004
680.000000, 13.664726
670.000000, 13.607160
660.000000, 13.598276
650.000000, 13.616739
640.000000, 13.675642
630.000000, 13.807483
620.000000, 13.958571
610.000000, 14.155002
600.000000, 14.361972
590.000000, 14.560124
580.000000, 14.722989
570.000000, 14.911747
560.000000, 15.074202
550.000000, 15.295094
540.000000, 15.463619
530.000000, 15.718083
520.000000, 15.906930
510.000000, 16.132371
500.000000, 16.349554
490.000000, 16.305195
480.000000, 15.980488
470.000000, 15.686099
460.000000, 15.467466
450.000000, 15.351009
440.000000, 15.375762
430.000000, 15.637709
420.000000, 16.050210
410.000000, 16.593525
400.000000, 17.096388
390.000000, 17.582101
380.000000, 17.886546
370.000000, 17.867608
360.000000, 17.555802
350.000000, 16.954455
340.000000, 16.094506
330.000000, 15.090481
320.000000, 14.068294
310.000000, 13.163663
300.000000, 11.836600
